tweet_id,favorites,retweets
816450570814898180,31365,8359
816336735214911488,8850,2012
816091915477250048,9175,2216
816062466425819140,0,1062
816014286006976512,0,5450
815990720817401858,5100,1062
815966073409433600,23030,8734
815745968457060357,0,4272
815736392542261248,10127,2342
815639385530101762,8454,1698
815390420867969024,10654,3924
814986499976527872,7865,1323
814638523311648768,11593,2786
814578408554463233,0,6019
814530161257443328,8898,1919
814153002265309185,29620,8965
813944609378369540,0,3283
813910438903693312,9567,1928
813812741911748608,37468,14430
813800681631023104,8563,1819
813217897535406080,19185,7534
813202720496779264,9495,1864
813187593374461952,20463,4507
813172488309972993,9561,1992
813157409116065792,8006,2286
813142292504645637,8727,2457
813130366689148928,4606,460
813127251579564032,12196,3235
813112105746448384,10622,2837
813096984823349248,10855,3740
813081950185472002,10167,2857
813066809284972545,8201,2016
813051746834595840,21579,7611
812781120811126785,7807,1974
812709060537683968,6825,1480
812503143955202048,6248,1264
812466873996607488,8213,1998
812372279581671427,14095,3791
811985624773361665,7486,1451
811744202451197953,7776,1650
811647686436880384,5776,768
811627233043480576,13164,3191
811386762094317568,21565,6598
810984652412424192,5508,1483
810896069567610880,9306,1832
810657578271330305,11317,2751
810284430598270976,36365,11718
810254108431155201,15147,3480
809920764300447744,15991,4078
809808892968534016,0,5072
809448704142938112,7160,1518
809220051211603969,20547,5816
809084759137812480,13645,3646
808838249661788160,10426,3158
808733504066486276,8164,2245
808501579447930884,11654,2697
808344865868283904,43954,21606
808134635716833280,0,6145
808106460588765185,9063,2286
808001312164028416,12951,3655
807621403335917568,15037,3773
807106840509214720,122104,57472
807059379405148160,0,7604
807010152071229440,13476,3994
806629075125202948,77168,35938
806620845233815552,0,5728
806576416489959424,5043,2013
806542213899489280,10549,2444
806242860592926720,0,12052
806219024703037440,6639,1230
805958939288408065,0,5550
805932879469572096,8545,1988
805826884734976000,6781,1895
805823200554876929,0,8325
805520635690676224,5933,1721
805487436403003392,9081,2617
805207613751304193,8063,1778
804738756058218496,14126,3966
804475857670639616,6334,2083
804413760345620481,0,3342
804026241225523202,46008,16749
803773340896923648,10384,2852
803692223237865472,0,7688
803638050916102144,11303,4287
803380650405482500,8018,1933
803321560782307329,0,5505
803276597545603072,10356,2546
802952499103731712,9321,2082
802624713319034886,0,3013
802600418706604034,7340,1527
802572683846291456,9235,2596
802323869084381190,16733,6044
802265048156610565,6987,1423
802239329049477120,9373,2713
802185808107208704,0,279
801958328846974976,7985,1769
801854953262350336,1838,247
801538201127157760,8481,2134
801285448605831168,6257,851
801167903437357056,25286,6145
801127390143516673,0,4095
801115127852503040,8351,2184
800859414831898624,710,98
800855607700029440,0,1670
800751577355128832,10898,2895
800513324630806528,13568,3099
800459316964663297,9812,2247
800443802682937345,0,4477
800388270626521089,11527,2905
800188575492947969,0,4089
800141422401830912,15811,2643
800018252395122689,29313,13650
799774291445383169,0,4853
799757965289017345,8687,2236
799422933579902976,8324,1996
799308762079035393,0,5668
799297110730567681,10220,2861
799063482566066176,8351,2555
798933969379225600,13527,4638
798925684722855936,7726,1487
798705661114773508,0,6887
798701998996647937,0,8079
798697898615730177,0,6724
798694562394996736,0,5151
798686750113755136,0,2414
798682547630837760,0,4887
798673117451325440,0,5743
798665375516884993,0,4045
798644042770751489,0,1918
798628517273620480,0,2047
798585098161549313,0,5922
798576900688019456,0,6043
798340744599797760,0,3473
798209839306514432,10753,2646
797971864723324932,12005,3223
797545162159308800,15024,5045
797236660651966464,20613,6844
797165961484890113,232,27
796904159865868288,0,9249
796865951799083009,7946,1984
796759840936919040,12233,3158
796563435802726400,0,7526
796484825502875648,7826,1826
796387464403357696,11379,4309
796177847564038144,0,14824
796149749086875649,33334,14824
796125600683540480,5127,1867
796116448414461957,9415,2495
796080075804475393,8742,2405
796031486298386433,11169,3848
795464331001561088,51309,24565
795400264262053889,10411,2991
795076730285391872,16750,5625
794983741416415232,0,3503
794926597468000259,10609,2396
794355576146903043,0,10692
794332329137291264,9885,2766
794205286408003585,9522,3439
793962221541933056,17373,5072
793845145112371200,9534,1938
793614319594401792,0,3252
793601777308463104,8250,1688
793500921481273345,11040,2467
793286476301799424,25408,9516
793271401113350145,8995,2481
793256262322548741,20633,8662
793241302385262592,10876,3406
793226087023144960,10168,2971
793210959003287553,9234,2894
793195938047070209,15802,5844
793180763617361921,7183,2080
793165685325201412,9745,2880
793150605191548928,6389,1761
793135492858580992,6665,2578
793120401413079041,13110,4056
792913359805018113,14807,4115
792883833364439040,11694,4429
792773781206999040,7604,1743
792394556390137856,13897,4450
792050063153438720,7412,1870
791821351946420224,0,21825
791784077045166082,0,9954
791780927877898241,0,3959
791774931465953280,46597,23008
791672322847637504,12137,3252
791406955684368384,13565,4272
791312159183634433,9086,2627
791026214425268224,0,4242
790987426131050500,10184,2209
790946055508652032,17184,4851
790723298204217344,0,2399
790698755171364864,8476,1992
790581949425475584,21310,7433
790337589677002753,8090,1942
790277117346975746,12954,3283
790227638568808452,0,3691
789986466051088384,9549,2399
789960241177853952,0,4272
789903600034189313,10705,4263
789628658055020548,7742,1837
789599242079838210,6984,1994
789530877013393408,12134,3503
789314372632018944,8919,2370
789280767834746880,0,5122
789268448748703744,9403,2688
789137962068021249,10031,2905
788908386943430656,28281,12876
788765914992902144,28239,10692
788552643979468800,0,7446
788412144018661376,16059,5450
788178268662984705,7467,2172
788150585577050112,6312,1340
788070120937619456,0,3549
788039637453406209,6328,1368
787810552592695296,8924,3165
787717603741622272,10569,2879
787397959788929025,11214,2932
787322443945877504,8046,1799
787111942498508800,0,6960
786963064373534720,27404,8224
786729988674449408,0,2497
786709082849828864,18781,6310
786664955043049472,10962,2643
786595970293370880,9714,3216
786363235746385920,11235,3628
786286427768250368,8214,2947
786233965241827333,15724,4918
786051337297522688,1478,159
786036967502913536,0,7266
785927819176054784,11724,3288
785872687017132033,6903,1891
785639753186217984,8084,2301
785533386513321988,9386,2060
785515384317313025,6296,1306
785264754247995392,7475,1690
785170936622350336,12398,4994
784826020293709826,10420,3342
784517518371221505,9247,2615
784431430411685888,5879,1318
784183165795655680,20700,8325
784057939640352768,30683,11489
783839966405230592,30903,11117
783821107061198850,7578,2032
783695101801398276,10764,3324
783466772167098368,8715,2320
783391753726550016,17367,5667
783347506784731136,0,5737
783334639985389568,29999,12052
783085703974514689,8391,2272
782969140009107456,24808,7604
782747134529531904,7689,1452
782722598790725632,17775,5550
782598640137187329,8012,1931
782305867769217024,17135,5747
782021823840026624,0,6413
781955203444699136,11434,3476
781661882474196992,10741,2804
781655249211752448,4113,1162
781524693396357120,21328,5728
781308096455073793,7353,2631
781251288990355457,8667,2141
781163403222056960,10072,2818
780931614150983680,22212,7526
780858289093574656,7386,2064
780800785462489090,5639,1340
780601303617732608,12443,3446
780543529827336192,6491,1788
780496263422808064,0,3818
780476555013349377,0,117
780459368902959104,5441,1109
780192070812196864,8948,2311
780092040432480260,0,2368
780074436359819264,12544,5116
779834332596887552,19455,7266
779377524342161408,9056,3194
779124354206535695,0,18880
779056095788752897,15181,4658
778990705243029504,20536,7443
778774459159379968,0,10199
778764940568104960,891,375
778748913645780993,7080,1350
778650543019483137,5922,1556
778624900596654080,4759,1040
778408200802557953,13995,4464
778396591732486144,0,12598
778383385161035776,6002,1133
778286810187399168,10684,3393
778039087836069888,8714,2719
778027034220126208,6720,1661
777953400541634568,0,3642
777885040357281792,6525,1672
777684233540206592,11521,3013
777641927919427584,0,4344
777621514455814149,8993,2566
777189768882946048,14651,4412
776819012571455488,0,14079
776813020089548800,5003,1246
776477788987613185,9063,2856
776249906839351296,0,9404
776218204058357768,30705,16323
776201521193218049,9865,2587
776113305656188928,12055,4477
776088319444877312,1889,156
775898661951791106,0,17000
775842724423557120,12008,2738
775733305207554048,14199,4095
775729183532220416,13274,4707
775364825476165632,7587,3060
775350846108426240,10416,4011
775085132600442880,15944,4853
774757898236878852,8800,1831
774639387460112384,6907,1775
774314403806253056,22313,5668
773985732834758656,10996,3980
773922284943896577,6545,1792
773704687002451968,6772,1669
773670353721753600,5469,1342
773547596996571136,22648,6334
773336787167145985,0,5218
773308824254029826,23843,7659
773247561583001600,9670,3323
773191612633579521,10239,4252
772877495989305348,8767,3976
772826264096874500,8250,2409
772615324260794368,0,3474
772581559778025472,6651,1731
772193107915964416,6188,1429
772152991789019136,3896,1158
772117678702071809,3867,760
772114945936949249,2784,478
772102971039580160,4095,958
771908950375665664,6733,1952
771770456517009408,12281,3473
771500966810099713,8452,2669
771380798096281600,10735,5218
771171053431250945,0,7684
771136648247640064,9367,2993
771102124360998913,6382,1473
771014301343748096,7048,1693
770787852854652928,5049,1234
770772759874076672,5299,1451
770655142660169732,7500,1801
770414278348247044,6463,2147
770293558247038976,6397,1517
770093767776997377,0,3135
770069151037685760,7756,2350
769940425801170949,32095,9797
769695466921623552,6547,1707
769335591808995329,0,7918
769212283578875904,5527,1763
768970937022709760,14718,6667
768909767477751808,0,2751
768855141948723200,4292,908
768609597686943744,4215,1233
768596291618299904,5156,1315
768554158521745409,0,5969
768473857036525572,13927,3514
768193404517830656,11121,3642
767884188863397888,4852,1417
767754930266464257,16361,5505
767500508068192258,7659,2390
767191397493538821,12548,3864
767122157629476866,10387,2922
766864461642756096,0,5772
766793450729734144,5182,1383
766714921925144576,2658,387
766693177336135680,4101,814
766423258543644672,6145,1630
766313316352462849,6937,1930
766078092750233600,0,2690
766069199026450432,4331,871
766008592277377025,3826,508
765719909049503744,7393,2204
765669560888528897,5303,1255
765395769549590528,27094,3459
765371061932261376,7230,2208
765222098633691136,11888,3474
764857477905154048,6589,1810
764259802650378240,6149,1540
763956972077010945,770,56
763837565564780549,12852,4242
763183847194451968,5485,1505
763167063695355904,0,3087
763103485927849985,7517,2336
762699858130116608,12401,3691
762471784394268675,11473,6597
762464539388485633,10514,4272
762316489655476224,4900,1143
762035686371364864,32564,15872
761976711479193600,5507,2055
761750502866649088,0,3999
761745352076779520,4353,878
761672994376806400,50472,29692
761599872357261312,4215,1209
761371037149827077,0,18448
761334018830917632,5288,1487
761292947749015552,4567,1106
761227390836215808,5417,1599
761004547850530816,11556,3549
760893934457552897,3889,996
760656994973933572,6734,1946
760641137271070720,5062,1319
760539183865880579,7732,3697
760521673607086080,4312,1420
760290219849637889,27333,11748
760252756032651264,4016,892
760190180481531904,5810,1842
760153949710192640,0,31
759943073749200896,6064,2125
759923798737051648,14945,5772
759846353224826880,6839,2017
759793422261743616,6088,1949
759557299618865152,4794,1209
759447681597108224,8654,2497
759446261539934208,1708,499
759197388317847553,6194,1993
759159934323924993,0,1182
759099523532779520,14788,4257
759047813560868866,6621,2068
758854675097526272,3619,915
758828659922702336,11410,3910
758740312047005698,5841,1644
758474966123810816,3879,1021
758467244762497024,4888,2257
758405701903519748,5301,1948
758355060040593408,3474,1103
758099635764359168,19450,10199
758041019896193024,2748,380
757741869644341248,6993,3308
757729163776290825,0,8135
757725642876129280,4631,1232
757611664640446465,4648,1123
757597904299253760,0,304
757596066325864448,4416,1074
757400162377592832,15409,6987
757393109802180609,5924,1775
757354760399941633,4603,1450
756998049151549440,6400,2022
756939218950160384,6762,2048
756651752796094464,5153,1332
756526248105566208,10590,3653
756303284449767430,4014,1115
756288534030475264,43522,17762
756275833623502848,6528,1562
755955933503782912,7462,2945
755206590534418437,16733,5446
755110668769038337,21612,11292
754874841593970688,0,8075
754856583969079297,7015,2572
754747087846248448,2636,533
754482103782404096,5397,1991
754449512966619136,3821,741
754120377874386944,7997,2395
753655901052166144,5938,2207
753420520834629632,8043,3636
753398408988139520,5855,1946
753375668877008896,7773,2368
753298634498793472,0,5811
753294487569522689,3433,1062
753039830821511168,37734,21273
753026973505581056,3984,985
752932432744185856,12855,6960
752917284578922496,7029,1610
752701944171524096,0,2931
752682090207055872,6099,1618
752660715232722944,4456,1587
752568224206688256,5603,2324
752519690950500352,7480,3489
752334515931054080,3878,1117
752309394570878976,0,16604
752173152931807232,6043,1866
751950017322246144,3119,939
751937170840121344,5278,1353
751830394383790080,5897,1979
751793661361422336,5933,2943
751598357617971201,8044,3087
751583847268179968,4471,1125
751538714308972544,5119,1287
751456908746354688,3274,1016
751251247299190784,12705,5977
751205363882532864,6429,1850
751132876104687617,5154,1321
750868782890057730,4858,1390
750719632563142656,13410,5122
750506206503038976,4516,1161
750429297815552001,13375,4344
750383411068534784,4626,1167
750381685133418496,715,28
750147208377409536,3158,974
750132105863102464,3682,1310
750117059602808832,4404,1334
750101899009982464,3091,857
750086836815486976,2206,543
750071704093859840,7977,3389
750056684286914561,3209,912
750041628174217216,3229,630
750026558547456000,2756,799
750011400160841729,3289,917
749996283729883136,3112,831
749981277374128128,5196,2491
749774190421639168,4724,1336
749417653287129088,6199,1673
749403093750648834,2663,542
749395845976588288,8697,3493
749317047558017024,5576,2262
749075273010798592,5831,2100
749064354620928000,4872,1545
749036806121881602,3138,802
748977405889503236,10911,3444
748932637671223296,5908,2291
748705597323898880,2817,962
748699167502000129,4820,1615
748692773788876800,4309,1345
748575535303884801,6157,2006
748568946752774144,2225,675
748346686624440324,5292,1246
748337862848962560,7753,4160
748324050481647620,3727,775
748307329658011649,3716,717
748220828303695873,14337,7916
747963614829678593,5843,2169
747933425676525569,6696,2584
747885874273214464,2986,992
747844099428986880,2849,759
747816857231626240,4911,1181
747651430853525504,1410,158
747648653817413632,13073,5925
747600769478692864,2353,558
747594051852075008,3730,1066
747512671126323200,5617,1628
747461612269887489,3921,1052
747439450712596480,5500,1937
747242308580548608,0,2929
747219827526344708,5336,1594
747204161125646336,3417,929
747103485104099331,9697,4015
746906459439529985,2924,300
746872823977771008,6062,2154
746818907684614144,5368,1755
746790600704425984,4934,1618
746757706116112384,9701,3959
746726898085036033,6117,1813
746542875601690625,5101,1897
746521445350707200,0,990
746507379341139972,4707,1093
746369468511756288,6245,1644
746131877086527488,6983,2227
746056683365994496,3600,815
745789745784041472,4070,1081
745712589599014916,7083,2360
745433870967832576,7156,2564
745422732645535745,8680,2461
745314880350101504,7273,2784
745074613265149952,7938,3553
745057283344719872,7325,2287
744995568523612160,3001,628
744971049620602880,7967,2715
744709971296780288,5672,1580
744334592493166593,6859,2143
744234799360020481,158154,78786
744223424764059648,1690,372
743980027717509120,4217,1109
743895849529389061,3679,968
743835915802583040,0,2109
743609206067040256,4525,1393
743595368194129920,18613,6617
743545585370791937,3560,951
743510151680958465,7981,3753
743253157753532416,4272,1239
743222593470234624,6277,1920
743210557239623680,3875,1380
742534281772302336,7140,3610
742528092657332225,4473,2003
742465774154047488,7336,3929
742423170473463808,9917,3818
742385895052087300,6869,1997
742161199639494656,4384,1391
742150209887731712,5174,1564
741793263812808706,4588,1526
741743634094141440,8245,2787
741438259667034112,3716,845
741303864243200000,8868,3247
741099773336379392,10099,5570
741067306818797568,9582,3135
740995100998766593,6437,2770
740711788199743490,3442,948
740699697422163968,2881,793
740676976021798912,18330,6887
740373189193256964,35272,13412
740365076218183684,2482,435
740359016048689152,3325,873
740214038584557568,6746,1979
739979191639244800,20151,5969
739932936087216128,4089,1083
739844404073074688,3838,860
739623569819336705,3813,1366
739606147276148736,5413,1661
739544079319588864,39922,21476
739485634323156992,7211,2943
739238157791694849,116821,58422
738891149612572673,111,6
738885046782832640,3805,1149
738883359779196928,3342,798
738537504001953792,5138,1557
738402415918125056,3271,848
738184450748633089,4353,1218
738166403467907072,8849,3389
738156290900254721,2532,652
737826014890496000,5315,1783
737800304142471168,10064,3483
737678689543020544,5085,1337
737445876994609152,10348,4490
737322739594330112,3642,815
737310737551491075,14793,7472
736736130620620800,4309,1744
736392552031657984,17833,7446
736365877722001409,4009,1259
736225175608430592,8199,2807
736010884653420544,7948,3012
735991953473572864,3622,1161
735648611367784448,4048,1112
735635087207878657,6216,2362
735274964362878976,13098,5077
735256018284875776,3365,888
735137028879360001,3155,982
734912297295085568,2765,528
734787690684657664,12652,6321
734776360183431168,2526,547
734559631394082816,1497,397
733828123016450049,3598,785
733822306246479872,3705,1025
733482008106668032,3160,957
733460102733135873,4235,1293
733109485275860992,50554,17000
732732193018155009,2457,541
732726085725589504,3572,894
732585889486888962,3691,782
732375214819057664,8132,2531
732005617171337216,15009,5450
731285275100512256,3513,997
731156023742988288,3866,1276
